Content ID,Content Type,content category,ReactionType,Sentiment,Score,Date,Hour,Minute,Second,Weekday
3b436c19-72fe-429a-80dd-88d24ef549d1,video,soccer,want,positive,70,2020-08-15,1,54,15,Saturday
3b436c19-72fe-429a-80dd-88d24ef549d1,video,soccer,like,positive,50,2021-01-06,18,51,16,Wednesday
3b436c19-72fe-429a-80dd-88d24ef549d1,video,soccer,worried,negative,12,2021-01-14,6,13,44,Thursday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,peeking,neutral,35,2021-04-09,15,50,27,Friday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,peeking,neutral,35,2021-03-27,22,43,21,Saturday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,peeking,neutral,35,2021-05-29,3,16,17,Saturday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,love,positive,65,2020-11-11,10,54,27,Wednesday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,worried,negative,12,2021-03-17,8,51,24,Wednesday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,like,positive,50,2021-04-14,12,18,36,Wednesday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,scared,negative,15,2020-07-31,7,59,23,Friday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,intrigued,positive,45,2021-05-13,7,54,29,Thursday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,like,positive,50,2021-03-26,8,31,1,Friday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,intrigued,positive,45,2020-08-15,3,52,22,Saturday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,intrigued,positive,45,2021-01-20,19,10,0,Wednesday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,interested,positive,30,2020-11-08,1,45,5,Sunday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,peeking,neutral,35,2021-03-04,4,0,17,Thursday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,worried,negative,12,2020-06-26,23,2,47,Friday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,peeking,neutral,35,2020-08-14,9,36,55,Friday
0c042b6c-725e-4591-a666-cf32c5ec7cc8,audio,public speaking,dislike,negative,10,2021-03-01,20,7,24,Monday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,peeking,neutral,35,2020-07-15,11,20,44,Wednesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,scared,negative,15,2021-01-03,14,38,26,Sunday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,heart,positive,60,2020-11-01,8,39,49,Sunday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,like,positive,50,2020-09-01,6,59,34,Tuesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,disgust,negative,0,2020-08-20,3,5,18,Thursday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,heart,positive,60,2021-05-27,6,18,0,Thursday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,interested,positive,30,2021-06-02,13,23,0,Wednesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,interested,positive,30,2021-05-11,11,14,40,Tuesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,super love,positive,75,2021-04-13,5,0,39,Tuesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,intrigued,positive,45,2021-05-25,10,0,27,Tuesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,dislike,negative,10,2021-05-24,10,7,38,Monday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,adore,positive,72,2020-08-21,11,48,49,Friday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,cherish,positive,70,2021-04-25,11,58,43,Sunday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,peeking,neutral,35,2021-01-17,2,19,26,Sunday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,interested,positive,30,2021-01-01,7,43,6,Friday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,love,positive,65,2020-07-05,22,49,41,Sunday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,love,positive,65,2020-09-07,8,7,9,Monday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,worried,negative,12,2021-02-22,14,11,18,Monday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,dislike,negative,10,2020-11-21,7,50,20,Saturday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,indifferent,neutral,20,2021-01-10,20,11,39,Sunday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,like,positive,50,2020-12-05,19,20,43,Saturday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,indifferent,neutral,20,2021-05-28,17,36,24,Friday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,like,positive,50,2021-05-15,8,26,35,Saturday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,heart,positive,60,2021-01-12,3,32,13,Tuesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,interested,positive,30,2020-11-16,12,31,12,Monday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,want,positive,70,2020-10-21,5,21,1,Wednesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,scared,negative,15,2021-04-22,8,38,23,Thursday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,love,positive,65,2020-10-21,18,40,36,Wednesday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,dislike,negative,10,2021-02-22,12,10,8,Monday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,intrigued,positive,45,2021-06-11,15,8,27,Friday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,love,positive,65,2021-02-25,0,32,0,Thursday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,disgust,negative,0,2021-01-28,1,42,59,Thursday
dfdf6d34-e60b-4d21-9973-4bf07769be78,photo,public speaking,indifferent,neutral,20,2021-05-03,7,12,2,Monday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,love,positive,65,2020-11-13,6,50,32,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,adore,positive,72,2020-07-31,7,24,11,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2020-07-12,1,34,35,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,adore,positive,72,2020-09-29,21,30,32,Tuesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2021-01-05,22,15,29,Tuesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2021-02-17,22,13,41,Wednesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,intrigued,positive,45,2020-08-03,17,3,32,Monday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,want,positive,70,2020-12-14,5,51,22,Monday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2021-04-10,19,0,14,Saturday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,indifferent,neutral,20,2020-12-13,8,15,38,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,disgust,negative,0,2021-03-06,0,5,47,Saturday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,indifferent,neutral,20,2021-03-27,15,15,10,Saturday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,hate,negative,5,2021-05-07,7,18,22,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,scared,negative,15,2021-04-25,23,40,2,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,love,positive,65,2020-10-14,5,53,33,Wednesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2020-06-22,9,36,12,Monday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2020-11-25,12,48,13,Wednesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,hate,negative,5,2020-11-29,13,33,22,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,like,positive,50,2021-03-29,10,32,13,Monday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,worried,negative,12,2021-05-17,22,58,9,Monday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,love,positive,65,2020-11-18,11,39,5,Wednesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,intrigued,positive,45,2020-08-16,9,28,10,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,indifferent,neutral,20,2020-07-19,1,21,42,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,want,positive,70,2020-06-26,8,36,12,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,adore,positive,72,2021-05-15,15,48,16,Saturday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,heart,positive,60,2021-04-28,22,30,7,Wednesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,dislike,negative,10,2021-06-08,10,32,13,Tuesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,super love,positive,75,2020-10-16,16,50,45,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,interested,positive,30,2020-12-09,17,56,43,Wednesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,scared,negative,15,2020-12-10,15,40,15,Thursday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,indifferent,neutral,20,2020-08-11,13,23,38,Tuesday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,love,positive,65,2020-10-18,16,6,38,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,intrigued,positive,45,2021-05-16,23,2,12,Sunday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,intrigued,positive,45,2020-07-31,8,30,55,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,want,positive,70,2020-08-08,0,59,53,Saturday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,love,positive,65,2021-02-05,16,8,8,Friday
cebae43b-4f77-4689-86e0-66fb107d5eef,GIF,culture,interested,positive,30,2021-05-02,21,46,30,Sunday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,interested,positive,30,2021-02-06,17,58,6,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,hate,negative,5,2021-05-06,0,51,33,Thursday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,adore,positive,72,2020-06-22,16,58,35,Monday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,cherish,positive,70,2020-11-23,19,13,33,Monday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,cherish,positive,70,2021-05-15,22,24,15,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,love,positive,65,2021-05-16,4,22,52,Sunday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,intrigued,positive,45,2021-04-17,21,18,50,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,like,positive,50,2020-11-06,11,25,37,Friday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,love,positive,65,2021-06-05,16,1,35,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,cherish,positive,70,2021-05-06,2,46,27,Thursday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,want,positive,70,2021-01-05,8,36,13,Tuesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,super love,positive,75,2020-08-06,5,40,1,Thursday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,heart,positive,60,2020-12-09,5,0,18,Wednesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,indifferent,neutral,20,2021-05-29,23,10,33,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,interested,positive,30,2021-03-27,7,13,41,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,interested,positive,30,2021-01-12,20,52,1,Tuesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,want,positive,70,2020-11-08,19,48,59,Sunday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,adore,positive,72,2020-09-28,11,18,52,Monday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,hate,negative,5,2021-03-30,9,42,37,Tuesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,indifferent,neutral,20,2020-08-27,16,21,53,Thursday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,peeking,neutral,35,2021-03-30,10,22,10,Tuesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,interested,positive,30,2021-01-15,14,5,52,Friday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,indifferent,neutral,20,2021-01-23,5,30,15,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,indifferent,neutral,20,2020-06-28,15,18,29,Sunday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,scared,negative,15,2021-05-02,17,9,55,Sunday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,dislike,negative,10,2021-02-16,16,44,42,Tuesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,indifferent,neutral,20,2020-10-17,21,15,8,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,interested,positive,30,2021-04-05,2,4,59,Monday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,peeking,neutral,35,2021-04-06,3,46,48,Tuesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,like,positive,50,2021-06-02,11,52,3,Wednesday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,dislike,negative,10,2021-02-27,16,46,16,Saturday
7e2e14e2-79eb-41d0-8d5f-eba20460f049,photo,dogs,want,positive,70,2021-01-04,4,50,5,Monday
34cb120b-853b-4788-8978-a3544449136b,photo,food,hate,negative,5,2021-01-03,18,20,41,Sunday
34cb120b-853b-4788-8978-a3544449136b,photo,food,love,positive,65,2021-04-29,11,32,54,Thursday
34cb120b-853b-4788-8978-a3544449136b,photo,food,interested,positive,30,2020-09-07,5,13,10,Monday
34cb120b-853b-4788-8978-a3544449136b,photo,food,intrigued,positive,45,2021-03-15,17,19,45,Monday
34cb120b-853b-4788-8978-a3544449136b,photo,food,adore,positive,72,2020-11-01,20,48,6,Sunday
34cb120b-853b-4788-8978-a3544449136b,photo,food,cherish,positive,70,2021-02-02,8,8,12,Tuesday
34cb120b-853b-4788-8978-a3544449136b,photo,food,scared,negative,15,2020-08-21,16,8,23,Friday
34cb120b-853b-4788-8978-a3544449136b,photo,food,scared,negative,15,2020-10-05,21,56,20,Monday
34cb120b-853b-4788-8978-a3544449136b,photo,food,love,positive,65,2020-08-14,21,30,7,Friday
34cb120b-853b-4788-8978-a3544449136b,photo,food,love,positive,65,2020-11-26,4,43,44,Thursday
34cb120b-853b-4788-8978-a3544449136b,photo,food,heart,positive,60,2021-03-06,9,55,53,Saturday
34cb120b-853b-4788-8978-a3544449136b,photo,food,adore,positive,72,2020-08-28,5,28,29,Friday
34cb120b-853b-4788-8978-a3544449136b,photo,food,want,positive,70,2021-05-28,2,40,0,Friday
34cb120b-853b-4788-8978-a3544449136b,photo,food,dislike,negative,10,2021-06-15,18,36,32,Tuesday
34cb120b-853b-4788-8978-a3544449136b,photo,food,cherish,positive,70,2021-03-20,6,56,8,Saturday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,worried,negative,12,2021-01-11,2,7,50,Monday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,worried,negative,12,2020-08-21,9,11,47,Friday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,disgust,negative,0,2021-01-21,22,16,15,Thursday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,love,positive,65,2020-08-17,9,49,5,Monday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,heart,positive,60,2020-11-08,7,45,28,Sunday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,love,positive,65,2020-11-01,18,59,31,Sunday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,interested,positive,30,2020-11-04,7,12,19,Wednesday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,worried,negative,12,2021-02-04,19,27,2,Thursday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,super love,positive,75,2021-05-10,13,47,10,Monday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,adore,positive,72,2020-10-08,23,2,29,Thursday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,intrigued,positive,45,2020-12-20,11,41,30,Sunday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,dislike,negative,10,2020-12-23,14,14,31,Wednesday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,like,positive,50,2020-06-28,10,29,11,Sunday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,intrigued,positive,45,2020-07-20,12,47,18,Monday
e4fd43f5-c0cb-47cd-bc41-1e07a8081323,GIF,soccer,adore,positive,72,2020-06-24,23,8,51,Wednesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,like,positive,50,2021-03-10,21,47,17,Wednesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,cherish,positive,70,2021-01-15,12,12,46,Friday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,intrigued,positive,45,2020-07-24,5,45,0,Friday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,like,positive,50,2021-02-24,4,47,45,Wednesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,want,positive,70,2020-11-18,21,52,30,Wednesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,like,positive,50,2021-05-07,16,28,27,Friday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,intrigued,positive,45,2020-11-29,15,59,24,Sunday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,scared,negative,15,2020-08-08,11,4,31,Saturday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,peeking,neutral,35,2021-04-21,2,23,6,Wednesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,dislike,negative,10,2020-12-08,0,21,38,Tuesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,disgust,negative,0,2021-02-22,15,52,31,Monday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,interested,positive,30,2020-12-08,13,38,5,Tuesday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,interested,positive,30,2020-11-01,8,6,9,Sunday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,disgust,negative,0,2021-02-13,0,16,17,Saturday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,interested,positive,30,2021-01-08,6,28,0,Friday
e4306fd4-391c-4016-8b5f-98594bb647a0,audio,healthy eating,heart,positive,60,2020-11-21,21,29,22,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,dislike,negative,10,2021-02-24,15,37,22,Wednesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,love,positive,65,2020-11-19,2,10,31,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,want,positive,70,2020-12-26,11,40,33,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,like,positive,50,2021-01-10,5,48,1,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,want,positive,70,2020-08-29,8,51,14,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2020-11-05,13,24,48,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,disgust,negative,0,2020-12-26,10,18,21,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,dislike,negative,10,2021-04-10,9,38,21,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,indifferent,neutral,20,2021-01-24,11,22,12,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,intrigued,positive,45,2020-09-25,0,4,44,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,like,positive,50,2021-04-04,11,22,10,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,want,positive,70,2021-03-11,13,47,16,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2020-08-23,22,17,35,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,super love,positive,75,2021-01-31,4,46,40,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,adore,positive,72,2020-06-27,8,51,1,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,intrigued,positive,45,2020-11-17,9,42,51,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,indifferent,neutral,20,2021-05-21,5,18,32,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,dislike,negative,10,2021-05-07,10,55,29,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,peeking,neutral,35,2020-09-01,22,17,21,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,cherish,positive,70,2021-05-10,8,43,56,Monday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,super love,positive,75,2020-08-19,20,5,57,Wednesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,dislike,negative,10,2020-11-06,0,23,23,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2021-04-20,22,40,36,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,intrigued,positive,45,2021-06-17,10,47,0,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2021-01-29,14,51,34,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,dislike,negative,10,2020-11-06,3,56,50,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,want,positive,70,2021-02-21,5,5,58,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,love,positive,65,2020-06-23,0,59,57,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,want,positive,70,2021-03-10,10,41,34,Wednesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,scared,negative,15,2020-12-08,15,4,22,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,like,positive,50,2021-02-26,1,15,12,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,peeking,neutral,35,2021-01-26,3,52,47,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,disgust,negative,0,2020-06-20,11,9,19,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,peeking,neutral,35,2020-12-06,22,41,8,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,adore,positive,72,2021-01-29,11,27,13,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2020-08-05,0,36,44,Wednesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,intrigued,positive,45,2021-02-25,23,8,44,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,scared,negative,15,2021-01-13,2,34,8,Wednesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,interested,positive,30,2021-01-19,17,13,13,Tuesday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2021-02-28,15,55,37,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,adore,positive,72,2020-07-13,17,33,10,Monday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,heart,positive,60,2020-09-25,14,1,34,Friday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,cherish,positive,70,2021-02-18,3,46,46,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,super love,positive,75,2021-04-04,8,30,22,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,intrigued,positive,45,2021-03-21,21,56,52,Sunday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,hate,negative,5,2020-10-24,11,28,32,Saturday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,intrigued,positive,45,2020-11-19,8,57,19,Thursday
697af362-e84b-4429-b4ea-4123c6ab44ba,video,science,cherish,positive,70,2020-07-22,17,31,11,Wednesday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,worried,negative,12,2021-01-03,14,0,24,Sunday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,like,positive,50,2020-09-28,8,15,49,Monday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,super love,positive,75,2020-11-30,9,37,36,Monday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,like,positive,50,2020-12-23,6,30,45,Wednesday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,indifferent,neutral,20,2020-09-02,5,36,50,Wednesday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,worried,negative,12,2020-08-06,6,48,38,Thursday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,hate,negative,5,2020-12-17,14,11,25,Thursday
8f640e2f-27bc-46cc-a43a-f750e357fc35,video,soccer,heart,positive,60,2020-07-19,1,39,17,Sunday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,indifferent,neutral,20,2021-04-25,3,0,46,Sunday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,like,positive,50,2021-03-04,6,41,34,Thursday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,indifferent,neutral,20,2020-08-07,17,25,15,Friday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,cherish,positive,70,2020-07-08,11,52,51,Wednesday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,worried,negative,12,2020-09-21,3,39,40,Monday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,like,positive,50,2021-02-25,6,56,36,Thursday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,intrigued,positive,45,2020-12-19,8,48,6,Saturday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,hate,negative,5,2021-05-14,5,44,36,Friday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,peeking,neutral,35,2021-06-03,3,22,6,Thursday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,intrigued,positive,45,2020-09-27,8,51,42,Sunday
f2143553-d9cd-4d8d-8276-98557a0054af,photo,cooking,cherish,positive,70,2020-07-03,21,16,46,Friday
